Time [s],Value,Parity Error,Framing Error
3.594109440000000,0x6D,,
3.594196160000000,0x6D,,
3.594282720000000,0x6F,,
3.594369440000000,0x64,,
3.594456160000000,0x6F,,
3.594542720000000,0x20,,
3.594629440000000,0x0A,,
3.594716000000000,0x70,,
3.594802720000000,0x68,,
3.594889440000000,0x61,,
3.594976000000000,0x72,,
3.595062560000000,0x65,,
3.595149280000000,0x74,,
3.595235840000000,0x72,,
3.595322400000000,0x61,,
3.595408960000000,0x2E,,
3.595495520000000,0x0A,,
3.595582080000000,0x1A,,
3.595668640000000,0x1A,,
3.595755360000000,0x1A,,
3.595841920000000,0x1A,,
3.595928480000000,0x1A,,
3.596014880000000,0x1A,,
3.596101440000000,0x1A,,
3.596188160000000,0x1A,,
3.596274720000000,0x1A,,
3.596361280000000,0x1A,,
3.596448000000000,0x1A,,
3.596534560000000,0x1A,,
3.596621120000000,0x1A,,
3.596707840000000,0x1A,,
3.596794400000000,0x1A,,
3.596881120000000,0x1A,,
3.596967680000000,0x1A,,
3.597054240000000,0x1A,,
3.597140960000000,0x1A,,
3.597227520000000,0x1A,,
3.597314240000000,0x1A,,
3.597400800000000,0x1A,,
3.597487520000000,0x1A,,
3.597574240000000,0x1A,,
3.597660960000000,0x1A,,
3.597747840000000,0x1A,,
3.597834720000000,0x1A,,
3.597921440000000,0x1A,,
3.598008320000000,0x1A,,
3.598095200000000,0x1A,,
3.598182240000000,0x1A,,
3.598269120000000,0x1A,,
3.598356000000000,0x1A,,
3.598442880000000,0x1A,,
3.598529760000000,0x1A,,
3.598616640000000,0x1A,,
3.598703520000000,0x1A,,
3.598790400000000,0x1A,,
3.598877280000000,0x1A,,
3.598964320000000,0x1A,,
3.599051200000000,0x1A,,
3.599138080000000,0x1A,,
3.599224800000000,0x1A,,
3.599311520000000,0x1A,,
3.599398080000000,0x1A,,
3.599484800000000,0x1A,,
3.599571360000000,0x1A,,
3.599657920000000,0x1A,,
3.599744480000000,0x1A,,
3.599831040000000,0x1A,,
3.599917760000000,0x1A,,
3.600004320000000,0x1A,,
3.600091040000000,0x1A,,
3.600177600000000,0x1A,,
3.600264320000000,0x1A,,
3.600350880000000,0x1A,,
3.600437440000000,0x1A,,
3.600524160000000,0x1A,,
3.600610720000000,0x1A,,
3.600697120000000,0x1A,,
3.600783680000000,0x1A,,
3.600870240000000,0x1A,,
3.600956800000000,0x1A,,
3.601043360000000,0x1A,,
3.601129920000000,0x1A,,
3.601216480000000,0x1A,,
3.601303040000000,0x1A,,
3.601389600000000,0x1A,,
3.601476160000000,0x1A,,
3.601562560000000,0x1A,,
3.601648960000000,0x1A,,
3.601735520000000,0x1A,,
3.601821920000000,0x1A,,
3.601908160000000,0x1A,,
3.601994400000000,0x1A,,
3.602080640000000,0x1A,,
3.602167040000000,0x1A,,
3.602253280000000,0x1A,,
3.602339520000000,0x1A,,
3.602425920000000,0x1A,,
3.602512160000000,0x1A,,
3.602598720000000,0x1A,,
3.602685120000000,0x78,,
3.607286400000000,0x04,,
